ad_id,clicks,impressions,date_start,date_stop,reach,frequency,spend,age,gender,website_ctr,actions_onsite_conversion.post_save,actions_link_click,actions_post_reaction,actions_post_engagement,actions_page_engagement,action_values_offsite_conversion.fb_pixel_add_to_cart,action_values_offsite_conversion.fb_pixel_initiate_checkout,action_values_offsite_conversion.fb_pixel_view_content,action_values_omni_add_to_cart,action_values_omni_initiated_checkout,action_values_omni_view_content,action_values_add_to_cart,action_values_initiate_checkout,actions_offsite_conversion.fb_pixel_add_to_cart,actions_offsite_conversion.fb_pixel_initiate_checkout,actions_offsite_conversion.fb_pixel_view_content,actions_add_to_cart,actions_initiate_checkout,actions_landing_page_view,actions_view_content,actions_post,action_values_offsite_conversion.fb_pixel_add_payment_info,action_values_offsite_conversion.fb_pixel_purchase,action_values_add_payment_info,actions_offsite_conversion.fb_pixel_add_payment_info,actions_offsite_conversion.fb_pixel_purchase,actions_purchase,actions_offsite_conversion.fb_pixel_search,actions_search,actions_offsite_conversion.fb_pixel_lead,actions_comment
23850769659510035,0,1,2022-02-03,2022-02-03,1,1.0,0.01,13-17,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,18,734,2022-02-03,2022-02-03,674,1.089021,247.31,25-34,male,2.043597,2.0,15.0,1.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,19,400,2022-02-03,2022-02-03,369,1.084011,197.41,35-44,male,2.75,,11.0,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,19,209,2022-02-03,2022-02-03,181,1.154696,135.46,45-54,male,4.30622,,9.0,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,10,2022-02-03,2022-02-03,8,1.25,10.97,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-03,2022-02-03,0,0.0,0.0,Unknown,unknown,,,,,,,2999.0,3999.0,133972.0,2999.0,3999.0,133972.0,2999.0,3999.0,2.0,1.0,50.0,2.0,1.0,28.0,50.0,,,,,,,,,,,
23850769659530035,16,764,2022-02-03,2022-02-03,691,1.105644,333.55,25-34,male,1.17801,1.0,9.0,5.0,16.0,16.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850769659530035,12,319,2022-02-03,2022-02-03,286,1.115385,149.55,35-44,male,2.507837,,8.0,1.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,4,161,2022-02-03,2022-02-03,149,1.080537,149.55,45-54,male,1.242236,,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,2,7,2022-02-03,2022-02-03,7,1.0,9.42,55-64,male,14.285714,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-03,2022-02-03,0,0.0,0.0,Unknown,unknown,,,,,,,,,69985.0,,,69985.0,,,,,26.0,,,17.0,26.0,,,,,,,,,,,
23850875657320035,4,174,2022-02-03,2022-02-03,160,1.0875,9.09,18-24,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,5,101,2022-02-03,2022-02-03,89,1.134831,7.15,18-24,male,4.950495,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,4,129,2022-02-03,2022-02-03,116,1.112069,28.17,25-34,female,0.775194,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,34,1028,2022-02-03,2022-02-03,836,1.229665,260.33,25-34,male,2.140078,1.0,22.0,,24.0,24.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875657320035,1,31,2022-02-03,2022-02-03,29,1.068966,28.3,35-44,female,3.225806,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,21,347,2022-02-03,2022-02-03,270,1.285185,139.34,35-44,male,4.034582,,14.0,1.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,3,2022-02-03,2022-02-03,3,1.0,0.2,35-44,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,1,20,2022-02-03,2022-02-03,14,1.428571,9.77,45-54,female,5.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,9,159,2022-02-03,2022-02-03,123,1.292683,91.86,45-54,male,3.144654,,5.0,3.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,2,2022-02-03,2022-02-03,2,1.0,9.43,55-64,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,18,2022-02-03,2022-02-03,15,1.2,2.54,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,1,1,2022-02-03,2022-02-03,1,1.0,0.02,65+,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,3,2022-02-03,2022-02-03,3,1.0,0.25,65+,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-03,2022-02-03,0,0.0,0.0,Unknown,unknown,,,,,,,,,169958.0,,,169958.0,,,,,72.0,,,44.0,72.0,,,,,,,,,,,
23850875842970035,0,5,2022-02-03,2022-02-03,5,1.0,0.42,18-24,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,4,59,2022-02-03,2022-02-03,46,1.282609,6.53,18-24,male,6.779661,1.0,4.0,1.0,7.0,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875842970035,0,23,2022-02-03,2022-02-03,18,1.277778,21.69,25-34,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,14,522,2022-02-03,2022-02-03,369,1.414634,164.09,25-34,male,1.724138,1.0,9.0,1.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,3,18,2022-02-03,2022-02-03,16,1.125,29.89,35-44,female,5.555556,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,12,305,2022-02-03,2022-02-03,207,1.47343,154.67,35-44,male,2.295082,,7.0,2.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,1,2022-02-03,2022-02-03,1,1.0,1.38,35-44,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,1,8,2022-02-03,2022-02-03,5,1.6,4.27,45-54,female,12.5,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,9,177,2022-02-03,2022-02-03,121,1.46281,193.93,45-54,male,2.824859,,5.0,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,3,2022-02-03,2022-02-03,1,3.0,0.15,45-54,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,13,2022-02-03,2022-02-03,13,1.0,23.25,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,4,2022-02-03,2022-02-03,3,1.333333,0.17,65+,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,0,2022-02-03,2022-02-03,0,0.0,0.0,Unknown,unknown,,,,,,,,,96982.0,,,96982.0,,,,,32.0,,,23.0,32.0,,,,,,,,,,,
23850875877690035,39,996,2022-02-03,2022-02-03,862,1.155452,286.5,25-34,male,2.610442,1.0,26.0,3.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,23,443,2022-02-03,2022-02-03,385,1.150649,185.94,35-44,male,4.063205,,18.0,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,10,219,2022-02-03,2022-02-03,191,1.146597,94.87,45-54,male,3.652968,,8.0,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,5,78,2022-02-03,2022-02-03,70,1.114286,24.65,55-64,male,3.846154,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,0,2022-02-03,2022-02-03,0,0.0,0.0,Unknown,unknown,,,,,,,,,186959.0,,,186959.0,,,,,74.0,,,47.0,74.0,,,,,,,,,,,
23850875892320035,25,754,2022-02-03,2022-02-03,692,1.089595,259.1,25-34,male,2.122016,1.0,16.0,1.0,19.0,19.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875892320035,16,355,2022-02-03,2022-02-03,318,1.116352,187.36,35-44,male,2.535211,,9.0,2.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,6,162,2022-02-03,2022-02-03,146,1.109589,109.28,45-54,male,3.08642,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,4,53,2022-02-03,2022-02-03,49,1.081633,32.42,55-64,male,3.773585,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,0,2022-02-03,2022-02-03,0,0.0,0.0,Unknown,unknown,,,,,,,15998.0,3999.0,110975.0,15998.0,3999.0,110975.0,15998.0,3999.0,3.0,1.0,49.0,3.0,1.0,26.0,49.0,,,,,,,,,,,
23850769659510035,18,715,2022-02-04,2022-02-04,663,1.078431,264.89,25-34,male,1.818182,,13.0,1.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,21,381,2022-02-04,2022-02-04,341,1.117302,202.31,35-44,male,4.199475,,16.0,1.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,5,205,2022-02-04,2022-02-04,180,1.138889,113.22,45-54,male,0.97561,,2.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,7,2022-02-04,2022-02-04,7,1.0,3.61,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-04,2022-02-04,0,0.0,0.0,Unknown,unknown,,,,,,,,,73982.0,,,73982.0,,,,,36.0,,,25.0,36.0,,,,,,,,,,,
23850769659530035,15,749,2022-02-04,2022-02-04,679,1.103093,355.88,25-34,male,1.335113,,10.0,2.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,2,263,2022-02-04,2022-02-04,243,1.082305,166.41,35-44,male,0.760456,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,4,127,2022-02-04,2022-02-04,116,1.094828,117.45,45-54,male,1.574803,,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,8,2022-02-04,2022-02-04,8,1.0,12.68,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-04,2022-02-04,0,0.0,0.0,Unknown,unknown,,,,,,,5998.0,,43992.0,5998.0,,43992.0,5998.0,,3.0,,16.0,3.0,,12.0,16.0,,,,,,,,,,,
23850875657320035,5,251,2022-02-04,2022-02-04,221,1.135747,20.85,18-24,female,0.398406,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,2,108,2022-02-04,2022-02-04,93,1.16129,5.39,18-24,male,0.925926,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,5,197,2022-02-04,2022-02-04,178,1.106742,39.05,25-34,female,1.015228,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,25,1003,2022-02-04,2022-02-04,835,1.201198,261.27,25-34,male,1.794616,2.0,18.0,7.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,3,2022-02-04,2022-02-04,3,1.0,0.25,25-34,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,4,56,2022-02-04,2022-02-04,48,1.166667,19.52,35-44,female,7.142857,,4.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,7,322,2022-02-04,2022-02-04,256,1.257813,136.98,35-44,male,1.552795,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,1,2022-02-04,2022-02-04,1,1.0,0.01,35-44,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,5,31,2022-02-04,2022-02-04,22,1.409091,18.37,45-54,female,12.903226,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,1,160,2022-02-04,2022-02-04,130,1.230769,78.64,45-54,male,0.625,,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,1,2022-02-04,2022-02-04,1,1.0,0.03,55-64,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,3,11,2022-02-04,2022-02-04,10,1.1,2.75,55-64,male,27.272727,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,2,2022-02-04,2022-02-04,1,2.0,0.05,65+,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,4,2022-02-04,2022-02-04,3,1.333333,0.06,65+,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-04,2022-02-04,0,0.0,0.0,Unknown,unknown,,,,,,,3999.0,3999.0,61987.0,3999.0,3999.0,61987.0,3999.0,3999.0,3.0,2.0,24.0,3.0,2.0,28.0,24.0,,3999.0,3999.0,3999.0,2.0,1.0,1.0,,,,
23850875842970035,0,8,2022-02-04,2022-02-04,3,2.666667,5.46,18-24,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,1,48,2022-02-04,2022-02-04,37,1.297297,4.9,18-24,male,2.083333,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,16,2022-02-04,2022-02-04,12,1.333333,37.79,25-34,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,15,467,2022-02-04,2022-02-04,314,1.487261,156.76,25-34,male,2.35546,,11.0,2.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,14,2022-02-04,2022-02-04,9,1.555556,22.32,35-44,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,7,309,2022-02-04,2022-02-04,200,1.545,204.99,35-44,male,1.941748,,6.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,11,2022-02-04,2022-02-04,7,1.571429,10.35,45-54,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,3,157,2022-02-04,2022-02-04,108,1.453704,113.7,45-54,male,1.910828,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,1,2022-02-04,2022-02-04,1,1.0,0.48,45-54,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,1,2022-02-04,2022-02-04,1,1.0,0.02,55-64,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,2,14,2022-02-04,2022-02-04,8,1.75,25.05,55-64,male,14.285714,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,2,2022-02-04,2022-02-04,2,1.0,0.19,65+,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,0,2022-02-04,2022-02-04,0,0.0,0.0,Unknown,unknown,,,,,,,,,80981.0,,,80981.0,,,,,36.0,,,20.0,36.0,,,,,,,,,,,
23850875877690035,0,1,2022-02-04,2022-02-04,1,1.0,0.32,13-17,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,16,652,2022-02-04,2022-02-04,604,1.07947,287.33,25-34,male,1.840491,,12.0,1.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,6,336,2022-02-04,2022-02-04,289,1.16263,170.42,35-44,male,1.190476,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,9,140,2022-02-04,2022-02-04,127,1.102362,98.29,45-54,male,4.285714,,6.0,1.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,2,48,2022-02-04,2022-02-04,44,1.090909,29.7,55-64,male,2.083333,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,0,2022-02-04,2022-02-04,0,0.0,0.0,Unknown,unknown,,,,,,,,,119979.0,,,119979.0,,,,,42.0,,,22.0,42.0,,,,,,,,,,,
23850875892320035,18,619,2022-02-04,2022-02-04,572,1.082168,263.54,25-34,male,2.100162,,13.0,2.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,8,289,2022-02-04,2022-02-04,271,1.066421,173.08,35-44,male,1.730104,,5.0,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,8,135,2022-02-04,2022-02-04,121,1.115702,100.15,45-54,male,5.925926,,8.0,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,5,54,2022-02-04,2022-02-04,51,1.058824,47.15,55-64,male,9.259259,1.0,5.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,0,2022-02-04,2022-02-04,0,0.0,0.0,Unknown,unknown,,,,,,,,,76983.0,,,76983.0,,,,,30.0,,,25.0,30.0,,,,,,,,,,,
23850769659510035,24,773,2022-02-05,2022-02-05,719,1.075104,326.5,25-34,male,1.681759,,13.0,4.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,14,322,2022-02-05,2022-02-05,293,1.098976,174.73,35-44,male,2.795031,,9.0,1.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,7,154,2022-02-05,2022-02-05,136,1.132353,93.73,45-54,male,3.246753,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,9,2022-02-05,2022-02-05,9,1.0,4.74,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,47988.0,,,47988.0,,,,,28.0,,,20.0,28.0,,,,,,,,,,,
23850769659530035,21,564,2022-02-05,2022-02-05,509,1.108055,306.44,25-34,male,1.950355,,11.0,2.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,10,268,2022-02-05,2022-02-05,237,1.130802,215.49,35-44,male,2.61194,,7.0,2.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,19,123,2022-02-05,2022-02-05,106,1.160377,131.5,45-54,male,9.756098,,12.0,2.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,1,4,2022-02-05,2022-02-05,4,1.0,7.61,55-64,male,25.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,90981.0,,,90981.0,,,,,34.0,,,26.0,34.0,,,,,,,,,,,
23850875657320035,2,144,2022-02-05,2022-02-05,138,1.043478,6.37,18-24,female,0.694444,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,8,115,2022-02-05,2022-02-05,109,1.055046,6.45,18-24,male,5.217391,,6.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,4,126,2022-02-05,2022-02-05,118,1.067797,42.66,25-34,female,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,20,1259,2022-02-05,2022-02-05,1045,1.204785,237.84,25-34,male,1.032566,1.0,13.0,2.0,17.0,17.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875657320035,0,50,2022-02-05,2022-02-05,46,1.086957,19.47,35-44,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,4,425,2022-02-05,2022-02-05,333,1.276276,132.62,35-44,male,0.705882,,3.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,3,2022-02-05,2022-02-05,2,1.5,1.22,35-44,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,28,2022-02-05,2022-02-05,23,1.217391,35.37,45-54,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,7,229,2022-02-05,2022-02-05,177,1.293785,98.5,45-54,male,1.310044,,3.0,4.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,1,2022-02-05,2022-02-05,1,1.0,0.26,45-54,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,2,2022-02-05,2022-02-05,2,1.0,4.63,55-64,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,1,22,2022-02-05,2022-02-05,18,1.222222,8.53,55-64,male,4.545455,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,4,2022-02-05,2022-02-05,4,1.0,0.22,65+,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,4,2022-02-05,2022-02-05,4,1.0,0.06,65+,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,129973.0,,,129973.0,,,,,54.0,,,24.0,54.0,,,,,,,,3.0,3.0,,
23850875842970035,0,8,2022-02-05,2022-02-05,7,1.142857,1.53,18-24,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,5,54,2022-02-05,2022-02-05,44,1.227273,4.27,18-24,male,9.259259,,5.0,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,29,2022-02-05,2022-02-05,24,1.208333,25.58,25-34,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,9,588,2022-02-05,2022-02-05,376,1.56383,187.89,25-34,male,1.190476,,7.0,1.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,16,2022-02-05,2022-02-05,12,1.333333,32.28,35-44,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,7,328,2022-02-05,2022-02-05,214,1.53271,165.38,35-44,male,1.219512,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,10,2022-02-05,2022-02-05,5,2.0,5.45,45-54,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,22,192,2022-02-05,2022-02-05,123,1.560976,140.39,45-54,male,5.729167,,11.0,3.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,1,20,2022-02-05,2022-02-05,15,1.333333,18.27,55-64,male,5.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,5,2022-02-05,2022-02-05,5,1.0,0.19,65+,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,2999.0,,120968.0,2999.0,,120968.0,2999.0,,2.0,1.0,56.0,2.0,1.0,23.0,56.0,,,,,,,,,,,
23850875877690035,15,351,2022-02-05,2022-02-05,336,1.044643,132.91,25-34,male,2.849003,1.0,10.0,1.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,2,133,2022-02-05,2022-02-05,130,1.023077,72.3,35-44,male,0.75188,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,2,74,2022-02-05,2022-02-05,72,1.027778,55.43,45-54,male,2.702703,2.0,2.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,2,13,2022-02-05,2022-02-05,13,1.0,6.25,55-64,male,15.384615,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,34992.0,,,34992.0,,,,,14.0,,,16.0,14.0,,,,,,,,,,,
23850875892320035,6,287,2022-02-05,2022-02-05,282,1.01773,141.42,25-34,male,1.393728,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,10,137,2022-02-05,2022-02-05,131,1.045802,62.32,35-44,male,2.919708,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,2,66,2022-02-05,2022-02-05,59,1.118644,39.55,45-54,male,1.515152,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,5,24,2022-02-05,2022-02-05,23,1.043478,30.48,55-64,male,16.666667,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,34990.0,,,34990.0,,,,,18.0,,,12.0,18.0,,,,,,,,,,,
23850941330930035,5,286,2022-02-05,2022-02-05,261,1.095785,117.61,25-34,male,1.398601,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,3,92,2022-02-05,2022-02-05,85,1.082353,38.13,35-44,male,2.173913,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,1,51,2022-02-05,2022-02-05,45,1.133333,26.19,45-54,male,1.960784,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,0,7,2022-02-05,2022-02-05,7,1.0,6.39,55-64,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,21996.0,,,21996.0,,,,,8.0,,,5.0,8.0,,,,,,,,,,,
23850941330940035,1,39,2022-02-05,2022-02-05,37,1.054054,12.68,25-34,female,2.564103,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,5,236,2022-02-05,2022-02-05,223,1.058296,105.73,25-34,male,1.271186,,3.0,2.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,15,2022-02-05,2022-02-05,15,1.0,3.92,35-44,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,62,2022-02-05,2022-02-05,59,1.050847,26.28,35-44,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,17,2022-02-05,2022-02-05,16,1.0625,4.84,45-54,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,46,2022-02-05,2022-02-05,43,1.069767,31.0,45-54,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,1,7,2022-02-05,2022-02-05,6,1.166667,3.88,55-64,male,14.285714,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,0,2022-02-05,2022-02-05,0,0.0,0.0,Unknown,unknown,,,,,,,,,9997.0,,,9997.0,,,,,6.0,,,2.0,6.0,,,,,,,,,,,
